Station,Country,Year,Extreme_Precipitation,Mean,Anomaly,AnoPosit,AnoNeg
ZINDER,Niger,1983,48.78009,39.076467948718,9.70362205128205,9.70362205128205,0
ZINDER,Niger,1984,37.38147,39.076467948718,-1.69499794871795,0,-1.69499794871795
ZINDER,Niger,1985,21.6371,39.076467948718,-17.4393679487179,0,-17.4393679487179
ZINDER,Niger,1986,24.94013,39.076467948718,-14.1363379487179,0,-14.1363379487179
ZINDER,Niger,1987,42.7818,39.076467948718,3.70533205128205,3.70533205128205,0
ZINDER,Niger,1988,74.31975,39.076467948718,35.2432820512821,35.2432820512821,0
ZINDER,Niger,1989,27.48351,39.076467948718,-11.5929579487179,0,-11.5929579487179
ZINDER,Niger,1990,51.90885,39.076467948718,12.8323820512821,12.8323820512821,0
ZINDER,Niger,1991,21.31472,39.076467948718,-17.7617479487179,0,-17.7617479487179
ZINDER,Niger,1992,37.61805,39.076467948718,-1.45841794871795,0,-1.45841794871795
ZINDER,Niger,1993,32.17677,39.076467948718,-6.89969794871795,0,-6.89969794871795
ZINDER,Niger,1994,25.8422,39.076467948718,-13.234267948718,0,-13.234267948718
ZINDER,Niger,1995,27.20794,39.076467948718,-11.8685279487179,0,-11.8685279487179
ZINDER,Niger,1996,30.63794,39.076467948718,-8.43852794871795,0,-8.43852794871795
ZINDER,Niger,1997,29.54257,39.076467948718,-9.53389794871795,0,-9.53389794871795
ZINDER,Niger,1998,47.75486,39.076467948718,8.67839205128205,8.67839205128205,0
ZINDER,Niger,1999,23.89447,39.076467948718,-15.181997948718,0,-15.181997948718
ZINDER,Niger,2000,38.6653,39.076467948718,-0.411167948717946,0,-0.411167948717946
ZINDER,Niger,2001,35.37317,39.076467948718,-3.70329794871795,0,-3.70329794871795
ZINDER,Niger,2002,22.45495,39.076467948718,-16.6215179487179,0,-16.6215179487179
ZINDER,Niger,2003,40.39537,39.076467948718,1.31890205128205,1.31890205128205,0
ZINDER,Niger,2004,31.8966,39.076467948718,-7.17986794871795,0,-7.17986794871795
ZINDER,Niger,2005,49.42097,39.076467948718,10.3445020512821,10.3445020512821,0
ZINDER,Niger,2006,36.73653,39.076467948718,-2.33993794871795,0,-2.33993794871795
ZINDER,Niger,2007,44.06201,39.076467948718,4.98554205128205,4.98554205128205,0
ZINDER,Niger,2008,52.19198,39.076467948718,13.1155120512821,13.1155120512821,0
ZINDER,Niger,2009,42.10698,39.076467948718,3.03051205128205,3.03051205128205,0
ZINDER,Niger,2010,47.63644,39.076467948718,8.55997205128205,8.55997205128205,0
ZINDER,Niger,2011,38.02583,39.076467948718,-1.05063794871795,0,-1.05063794871795
ZINDER,Niger,2012,42.74619,39.076467948718,3.66972205128205,3.66972205128205,0
ZINDER,Niger,2013,41.91752,39.076467948718,2.84105205128206,2.84105205128206,0
ZINDER,Niger,2014,48.61111,39.076467948718,9.53464205128205,9.53464205128205,0
ZINDER,Niger,2015,42.54715,39.076467948718,3.47068205128205,3.47068205128205,0
ZINDER,Niger,2016,25.33188,39.076467948718,-13.7445879487179,0,-13.7445879487179
ZINDER,Niger,2017,60.62597,39.076467948718,21.5495020512821,21.5495020512821,0
ZINDER,Niger,2018,68.11142,39.076467948718,29.0349520512821,29.0349520512821,0
ZINDER,Niger,2019,46.54155,39.076467948718,7.46508205128205,7.46508205128205,0
ZINDER,Niger,2020,24.91667,39.076467948718,-14.1597979487179,0,-14.1597979487179
ZINDER,Niger,2021,38.44444,39.076467948718,-0.632027948717948,0,-0.632027948717948
