Station,Country,Year,Number_Rain_day,Mean,Anomaly,AnoPosit,AnoNeg
MANGODARA,Burkina,1983,55,89.4615384615385,-34.4615384615385,0,-34.4615384615385
MANGODARA,Burkina,1984,83,89.4615384615385,-6.46153846153847,0,-6.46153846153847
MANGODARA,Burkina,1985,80,89.4615384615385,-9.46153846153847,0,-9.46153846153847
MANGODARA,Burkina,1986,71,89.4615384615385,-18.4615384615385,0,-18.4615384615385
MANGODARA,Burkina,1987,83,89.4615384615385,-6.46153846153847,0,-6.46153846153847
MANGODARA,Burkina,1988,74,89.4615384615385,-15.4615384615385,0,-15.4615384615385
MANGODARA,Burkina,1989,88,89.4615384615385,-1.46153846153847,0,-1.46153846153847
MANGODARA,Burkina,1990,84,89.4615384615385,-5.46153846153847,0,-5.46153846153847
MANGODARA,Burkina,1991,87,89.4615384615385,-2.46153846153847,0,-2.46153846153847
MANGODARA,Burkina,1992,71,89.4615384615385,-18.4615384615385,0,-18.4615384615385
MANGODARA,Burkina,1993,84,89.4615384615385,-5.46153846153847,0,-5.46153846153847
MANGODARA,Burkina,1994,89,89.4615384615385,-0.461538461538467,0,-0.461538461538467
MANGODARA,Burkina,1995,82,89.4615384615385,-7.46153846153847,0,-7.46153846153847
MANGODARA,Burkina,1996,76,89.4615384615385,-13.4615384615385,0,-13.4615384615385
MANGODARA,Burkina,1997,89,89.4615384615385,-0.461538461538467,0,-0.461538461538467
MANGODARA,Burkina,1998,76,89.4615384615385,-13.4615384615385,0,-13.4615384615385
MANGODARA,Burkina,1999,107,89.4615384615385,17.5384615384615,17.5384615384615,0
MANGODARA,Burkina,2000,97,89.4615384615385,7.53846153846153,7.53846153846153,0
MANGODARA,Burkina,2001,80,89.4615384615385,-9.46153846153847,0,-9.46153846153847
MANGODARA,Burkina,2002,82,89.4615384615385,-7.46153846153847,0,-7.46153846153847
MANGODARA,Burkina,2003,94,89.4615384615385,4.53846153846153,4.53846153846153,0
MANGODARA,Burkina,2004,96,89.4615384615385,6.53846153846153,6.53846153846153,0
MANGODARA,Burkina,2005,78,89.4615384615385,-11.4615384615385,0,-11.4615384615385
MANGODARA,Burkina,2006,96,89.4615384615385,6.53846153846153,6.53846153846153,0
MANGODARA,Burkina,2007,107,89.4615384615385,17.5384615384615,17.5384615384615,0
MANGODARA,Burkina,2008,95,89.4615384615385,5.53846153846153,5.53846153846153,0
MANGODARA,Burkina,2009,98,89.4615384615385,8.53846153846153,8.53846153846153,0
MANGODARA,Burkina,2010,94,89.4615384615385,4.53846153846153,4.53846153846153,0
MANGODARA,Burkina,2011,109,89.4615384615385,19.5384615384615,19.5384615384615,0
MANGODARA,Burkina,2012,97,89.4615384615385,7.53846153846153,7.53846153846153,0
MANGODARA,Burkina,2013,87,89.4615384615385,-2.46153846153847,0,-2.46153846153847
MANGODARA,Burkina,2014,104,89.4615384615385,14.5384615384615,14.5384615384615,0
MANGODARA,Burkina,2015,93,89.4615384615385,3.53846153846153,3.53846153846153,0
MANGODARA,Burkina,2016,103,89.4615384615385,13.5384615384615,13.5384615384615,0
MANGODARA,Burkina,2017,78,89.4615384615385,-11.4615384615385,0,-11.4615384615385
MANGODARA,Burkina,2018,114,89.4615384615385,24.5384615384615,24.5384615384615,0
MANGODARA,Burkina,2019,111,89.4615384615385,21.5384615384615,21.5384615384615,0
MANGODARA,Burkina,2020,88,89.4615384615385,-1.46153846153847,0,-1.46153846153847
MANGODARA,Burkina,2021,109,89.4615384615385,19.5384615384615,19.5384615384615,0
