Station,Country,Year,Number_Rain_day,Mean,Anomaly,AnoPosit,AnoNeg
DEDOUGOU,Burkina,1983,49,69.6153846153846,-20.6153846153846,0,-20.6153846153846
DEDOUGOU,Burkina,1984,51,69.6153846153846,-18.6153846153846,0,-18.6153846153846
DEDOUGOU,Burkina,1985,63,69.6153846153846,-6.61538461538461,0,-6.61538461538461
DEDOUGOU,Burkina,1986,54,69.6153846153846,-15.6153846153846,0,-15.6153846153846
DEDOUGOU,Burkina,1987,49,69.6153846153846,-20.6153846153846,0,-20.6153846153846
DEDOUGOU,Burkina,1988,58,69.6153846153846,-11.6153846153846,0,-11.6153846153846
DEDOUGOU,Burkina,1989,60,69.6153846153846,-9.61538461538461,0,-9.61538461538461
DEDOUGOU,Burkina,1990,56,69.6153846153846,-13.6153846153846,0,-13.6153846153846
DEDOUGOU,Burkina,1991,56,69.6153846153846,-13.6153846153846,0,-13.6153846153846
DEDOUGOU,Burkina,1992,57,69.6153846153846,-12.6153846153846,0,-12.6153846153846
DEDOUGOU,Burkina,1993,55,69.6153846153846,-14.6153846153846,0,-14.6153846153846
DEDOUGOU,Burkina,1994,74,69.6153846153846,4.38461538461539,4.38461538461539,0
DEDOUGOU,Burkina,1995,66,69.6153846153846,-3.61538461538461,0,-3.61538461538461
DEDOUGOU,Burkina,1996,58,69.6153846153846,-11.6153846153846,0,-11.6153846153846
DEDOUGOU,Burkina,1997,74,69.6153846153846,4.38461538461539,4.38461538461539,0
DEDOUGOU,Burkina,1998,81,69.6153846153846,11.3846153846154,11.3846153846154,0
DEDOUGOU,Burkina,1999,88,69.6153846153846,18.3846153846154,18.3846153846154,0
DEDOUGOU,Burkina,2000,72,69.6153846153846,2.38461538461539,2.38461538461539,0
DEDOUGOU,Burkina,2001,79,69.6153846153846,9.38461538461539,9.38461538461539,0
DEDOUGOU,Burkina,2002,61,69.6153846153846,-8.61538461538461,0,-8.61538461538461
DEDOUGOU,Burkina,2003,79,69.6153846153846,9.38461538461539,9.38461538461539,0
DEDOUGOU,Burkina,2004,66,69.6153846153846,-3.61538461538461,0,-3.61538461538461
DEDOUGOU,Burkina,2005,62,69.6153846153846,-7.61538461538461,0,-7.61538461538461
DEDOUGOU,Burkina,2006,84,69.6153846153846,14.3846153846154,14.3846153846154,0
DEDOUGOU,Burkina,2007,75,69.6153846153846,5.38461538461539,5.38461538461539,0
DEDOUGOU,Burkina,2008,64,69.6153846153846,-5.61538461538461,0,-5.61538461538461
DEDOUGOU,Burkina,2009,83,69.6153846153846,13.3846153846154,13.3846153846154,0
DEDOUGOU,Burkina,2010,81,69.6153846153846,11.3846153846154,11.3846153846154,0
DEDOUGOU,Burkina,2011,73,69.6153846153846,3.38461538461539,3.38461538461539,0
DEDOUGOU,Burkina,2012,83,69.6153846153846,13.3846153846154,13.3846153846154,0
DEDOUGOU,Burkina,2013,75,69.6153846153846,5.38461538461539,5.38461538461539,0
DEDOUGOU,Burkina,2014,68,69.6153846153846,-1.61538461538461,0,-1.61538461538461
DEDOUGOU,Burkina,2015,83,69.6153846153846,13.3846153846154,13.3846153846154,0
DEDOUGOU,Burkina,2016,76,69.6153846153846,6.38461538461539,6.38461538461539,0
DEDOUGOU,Burkina,2017,64,69.6153846153846,-5.61538461538461,0,-5.61538461538461
DEDOUGOU,Burkina,2018,79,69.6153846153846,9.38461538461539,9.38461538461539,0
DEDOUGOU,Burkina,2019,92,69.6153846153846,22.3846153846154,22.3846153846154,0
DEDOUGOU,Burkina,2020,83,69.6153846153846,13.3846153846154,13.3846153846154,0
DEDOUGOU,Burkina,2021,84,69.6153846153846,14.3846153846154,14.3846153846154,0
