Station,Country,Year,Number_Rain_day,Mean,Anomaly,AnoPosit,AnoNeg
NIAMEY-AERO,Niger,1983,36,41.4871794871795,-5.48717948717949,0,-5.48717948717949
NIAMEY-AERO,Niger,1984,29,41.4871794871795,-12.4871794871795,0,-12.4871794871795
NIAMEY-AERO,Niger,1985,31,41.4871794871795,-10.4871794871795,0,-10.4871794871795
NIAMEY-AERO,Niger,1986,34,41.4871794871795,-7.48717948717949,0,-7.48717948717949
NIAMEY-AERO,Niger,1987,36,41.4871794871795,-5.48717948717949,0,-5.48717948717949
NIAMEY-AERO,Niger,1988,33,41.4871794871795,-8.48717948717949,0,-8.48717948717949
NIAMEY-AERO,Niger,1989,27,41.4871794871795,-14.4871794871795,0,-14.4871794871795
NIAMEY-AERO,Niger,1990,31,41.4871794871795,-10.4871794871795,0,-10.4871794871795
NIAMEY-AERO,Niger,1991,36,41.4871794871795,-5.48717948717949,0,-5.48717948717949
NIAMEY-AERO,Niger,1992,36,41.4871794871795,-5.48717948717949,0,-5.48717948717949
NIAMEY-AERO,Niger,1993,37,41.4871794871795,-4.48717948717949,0,-4.48717948717949
NIAMEY-AERO,Niger,1994,56,41.4871794871795,14.5128205128205,14.5128205128205,0
NIAMEY-AERO,Niger,1995,45,41.4871794871795,3.51282051282051,3.51282051282051,0
NIAMEY-AERO,Niger,1996,40,41.4871794871795,-1.48717948717949,0,-1.48717948717949
NIAMEY-AERO,Niger,1997,26,41.4871794871795,-15.4871794871795,0,-15.4871794871795
NIAMEY-AERO,Niger,1998,48,41.4871794871795,6.51282051282051,6.51282051282051,0
NIAMEY-AERO,Niger,1999,46,41.4871794871795,4.51282051282051,4.51282051282051,0
NIAMEY-AERO,Niger,2000,42,41.4871794871795,0.512820512820511,0.512820512820511,0
NIAMEY-AERO,Niger,2001,44,41.4871794871795,2.51282051282051,2.51282051282051,0
NIAMEY-AERO,Niger,2002,56,41.4871794871795,14.5128205128205,14.5128205128205,0
NIAMEY-AERO,Niger,2003,46,41.4871794871795,4.51282051282051,4.51282051282051,0
NIAMEY-AERO,Niger,2004,34,41.4871794871795,-7.48717948717949,0,-7.48717948717949
NIAMEY-AERO,Niger,2005,43,41.4871794871795,1.51282051282051,1.51282051282051,0
NIAMEY-AERO,Niger,2006,43,41.4871794871795,1.51282051282051,1.51282051282051,0
NIAMEY-AERO,Niger,2007,46,41.4871794871795,4.51282051282051,4.51282051282051,0
NIAMEY-AERO,Niger,2008,41,41.4871794871795,-0.487179487179489,0,-0.487179487179489
NIAMEY-AERO,Niger,2009,40,41.4871794871795,-1.48717948717949,0,-1.48717948717949
NIAMEY-AERO,Niger,2010,51,41.4871794871795,9.51282051282051,9.51282051282051,0
NIAMEY-AERO,Niger,2011,34,41.4871794871795,-7.48717948717949,0,-7.48717948717949
NIAMEY-AERO,Niger,2012,45,41.4871794871795,3.51282051282051,3.51282051282051,0
NIAMEY-AERO,Niger,2013,49,41.4871794871795,7.51282051282051,7.51282051282051,0
NIAMEY-AERO,Niger,2014,41,41.4871794871795,-0.487179487179489,0,-0.487179487179489
NIAMEY-AERO,Niger,2015,47,41.4871794871795,5.51282051282051,5.51282051282051,0
NIAMEY-AERO,Niger,2016,47,41.4871794871795,5.51282051282051,5.51282051282051,0
NIAMEY-AERO,Niger,2017,41,41.4871794871795,-0.487179487179489,0,-0.487179487179489
NIAMEY-AERO,Niger,2018,41,41.4871794871795,-0.487179487179489,0,-0.487179487179489
NIAMEY-AERO,Niger,2019,45,41.4871794871795,3.51282051282051,3.51282051282051,0
NIAMEY-AERO,Niger,2020,58,41.4871794871795,16.5128205128205,16.5128205128205,0
NIAMEY-AERO,Niger,2021,57,41.4871794871795,15.5128205128205,15.5128205128205,0
