Station,Country,Year,Number_Rain_day,Mean,Anomaly,AnoPosit,AnoNeg
BILMA,Niger,1983,0,2.30769230769231,-2.30769230769231,0,-2.30769230769231
BILMA,Niger,1984,3,2.30769230769231,0.692307692307693,0.692307692307693,0
BILMA,Niger,1985,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,1986,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,1987,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,1988,3,2.30769230769231,0.692307692307693,0.692307692307693,0
BILMA,Niger,1989,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,1990,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,1991,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,1992,5,2.30769230769231,2.69230769230769,2.69230769230769,0
BILMA,Niger,1993,2,2.30769230769231,-0.307692307692308,0,-0.307692307692308
BILMA,Niger,1994,2,2.30769230769231,-0.307692307692308,0,-0.307692307692308
BILMA,Niger,1995,4,2.30769230769231,1.69230769230769,1.69230769230769,0
BILMA,Niger,1996,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,1997,5,2.30769230769231,2.69230769230769,2.69230769230769,0
BILMA,Niger,1998,2,2.30769230769231,-0.307692307692308,0,-0.307692307692308
BILMA,Niger,1999,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,2000,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,2001,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,2002,0,2.30769230769231,-2.30769230769231,0,-2.30769230769231
BILMA,Niger,2003,4,2.30769230769231,1.69230769230769,1.69230769230769,0
BILMA,Niger,2004,4,2.30769230769231,1.69230769230769,1.69230769230769,0
BILMA,Niger,2005,3,2.30769230769231,0.692307692307693,0.692307692307693,0
BILMA,Niger,2006,2,2.30769230769231,-0.307692307692308,0,-0.307692307692308
BILMA,Niger,2007,2,2.30769230769231,-0.307692307692308,0,-0.307692307692308
BILMA,Niger,2008,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,2009,3,2.30769230769231,0.692307692307693,0.692307692307693,0
BILMA,Niger,2010,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,2011,2,2.30769230769231,-0.307692307692308,0,-0.307692307692308
BILMA,Niger,2012,1,2.30769230769231,-1.30769230769231,0,-1.30769230769231
BILMA,Niger,2013,3,2.30769230769231,0.692307692307693,0.692307692307693,0
BILMA,Niger,2014,3,2.30769230769231,0.692307692307693,0.692307692307693,0
BILMA,Niger,2015,2,2.30769230769231,-0.307692307692308,0,-0.307692307692308
BILMA,Niger,2016,6,2.30769230769231,3.69230769230769,3.69230769230769,0
BILMA,Niger,2017,5,2.30769230769231,2.69230769230769,2.69230769230769,0
BILMA,Niger,2018,3,2.30769230769231,0.692307692307693,0.692307692307693,0
BILMA,Niger,2019,6,2.30769230769231,3.69230769230769,3.69230769230769,0
BILMA,Niger,2020,3,2.30769230769231,0.692307692307693,0.692307692307693,0
BILMA,Niger,2021,0,2.30769230769231,-2.30769230769231,0,-2.30769230769231
