Station,Country,Year,Number_Rain_day,Mean,Anomaly,AnoPosit,AnoNeg
DIFFA,Niger,1983,22,32.8717948717949,-10.8717948717949,0,-10.8717948717949
DIFFA,Niger,1984,22,32.8717948717949,-10.8717948717949,0,-10.8717948717949
DIFFA,Niger,1985,34,32.8717948717949,1.12820512820513,1.12820512820513,0
DIFFA,Niger,1986,32,32.8717948717949,-0.871794871794869,0,-0.871794871794869
DIFFA,Niger,1987,23,32.8717948717949,-9.87179487179487,0,-9.87179487179487
DIFFA,Niger,1988,43,32.8717948717949,10.1282051282051,10.1282051282051,0
DIFFA,Niger,1989,32,32.8717948717949,-0.871794871794869,0,-0.871794871794869
DIFFA,Niger,1990,25,32.8717948717949,-7.87179487179487,0,-7.87179487179487
DIFFA,Niger,1991,36,32.8717948717949,3.12820512820513,3.12820512820513,0
DIFFA,Niger,1992,36,32.8717948717949,3.12820512820513,3.12820512820513,0
DIFFA,Niger,1993,25,32.8717948717949,-7.87179487179487,0,-7.87179487179487
DIFFA,Niger,1994,45,32.8717948717949,12.1282051282051,12.1282051282051,0
DIFFA,Niger,1995,35,32.8717948717949,2.12820512820513,2.12820512820513,0
DIFFA,Niger,1996,29,32.8717948717949,-3.87179487179487,0,-3.87179487179487
DIFFA,Niger,1997,33,32.8717948717949,0.128205128205131,0.128205128205131,0
DIFFA,Niger,1998,33,32.8717948717949,0.128205128205131,0.128205128205131,0
DIFFA,Niger,1999,37,32.8717948717949,4.12820512820513,4.12820512820513,0
DIFFA,Niger,2000,31,32.8717948717949,-1.87179487179487,0,-1.87179487179487
DIFFA,Niger,2001,32,32.8717948717949,-0.871794871794869,0,-0.871794871794869
DIFFA,Niger,2002,30,32.8717948717949,-2.87179487179487,0,-2.87179487179487
DIFFA,Niger,2003,36,32.8717948717949,3.12820512820513,3.12820512820513,0
DIFFA,Niger,2004,20,32.8717948717949,-12.8717948717949,0,-12.8717948717949
DIFFA,Niger,2005,33,32.8717948717949,0.128205128205131,0.128205128205131,0
DIFFA,Niger,2006,31,32.8717948717949,-1.87179487179487,0,-1.87179487179487
DIFFA,Niger,2007,27,32.8717948717949,-5.87179487179487,0,-5.87179487179487
DIFFA,Niger,2008,31,32.8717948717949,-1.87179487179487,0,-1.87179487179487
DIFFA,Niger,2009,32,32.8717948717949,-0.871794871794869,0,-0.871794871794869
DIFFA,Niger,2010,38,32.8717948717949,5.12820512820513,5.12820512820513,0
DIFFA,Niger,2011,35,32.8717948717949,2.12820512820513,2.12820512820513,0
DIFFA,Niger,2012,45,32.8717948717949,12.1282051282051,12.1282051282051,0
DIFFA,Niger,2013,29,32.8717948717949,-3.87179487179487,0,-3.87179487179487
DIFFA,Niger,2014,29,32.8717948717949,-3.87179487179487,0,-3.87179487179487
DIFFA,Niger,2015,32,32.8717948717949,-0.871794871794869,0,-0.871794871794869
DIFFA,Niger,2016,30,32.8717948717949,-2.87179487179487,0,-2.87179487179487
DIFFA,Niger,2017,28,32.8717948717949,-4.87179487179487,0,-4.87179487179487
DIFFA,Niger,2018,39,32.8717948717949,6.12820512820513,6.12820512820513,0
DIFFA,Niger,2019,44,32.8717948717949,11.1282051282051,11.1282051282051,0
DIFFA,Niger,2020,47,32.8717948717949,14.1282051282051,14.1282051282051,0
DIFFA,Niger,2021,41,32.8717948717949,8.12820512820513,8.12820512820513,0
