Station,Country,Year,Total_Precipitation,Mean,Anomaly,AnoPosit,AnoNeg
PO,Burkina,1983,479.040519652,856.99021660839,-377.94969695639,0,-377.94969695639
PO,Burkina,1984,586.7788532855,856.99021660839,-270.21136332289,0,-270.21136332289
PO,Burkina,1985,656.842175322,856.99021660839,-200.14804128639,0,-200.14804128639
PO,Burkina,1986,767.9077372,856.99021660839,-89.0824794083898,0,-89.0824794083898
PO,Burkina,1987,708.249351223,856.99021660839,-148.74086538539,0,-148.74086538539
PO,Burkina,1988,731.362664062,856.99021660839,-125.62755254639,0,-125.62755254639
PO,Burkina,1989,859.2309713499,856.99021660839,2.24075474151016,2.24075474151016,0
PO,Burkina,1990,618.7999273362,856.99021660839,-238.19028927219,0,-238.19028927219
PO,Burkina,1991,937.324823787,856.99021660839,80.3346071786102,80.3346071786102,0
PO,Burkina,1992,719.930830399,856.99021660839,-137.05938620939,0,-137.05938620939
PO,Burkina,1993,812.6213883858,856.99021660839,-44.3688282225899,0,-44.3688282225899
PO,Burkina,1994,972.605303005,856.99021660839,115.61508639661,115.61508639661,0
PO,Burkina,1995,675.2017033939,856.99021660839,-181.78851321449,0,-181.78851321449
PO,Burkina,1996,814.4232801308,856.99021660839,-42.5669364775898,0,-42.5669364775898
PO,Burkina,1997,535.2882262959,856.99021660839,-321.70199031249,0,-321.70199031249
PO,Burkina,1998,887.0668524983,856.99021660839,30.0766358899102,30.0766358899102,0
PO,Burkina,1999,961.435059063,856.99021660839,104.44484245461,104.44484245461,0
PO,Burkina,2000,674.7503143,856.99021660839,-182.23990230839,0,-182.23990230839
PO,Burkina,2001,675.012079587,856.99021660839,-181.97813702139,0,-181.97813702139
PO,Burkina,2002,675.250145176,856.99021660839,-181.74007143239,0,-181.74007143239
PO,Burkina,2003,1049.9787218027,856.99021660839,192.98850519431,192.98850519431,0
PO,Burkina,2004,851.756426205,856.99021660839,-5.23379040338978,0,-5.23379040338978
PO,Burkina,2005,826.923137518,856.99021660839,-30.0670790903898,0,-30.0670790903898
PO,Burkina,2006,834.944202927,856.99021660839,-22.0460136813898,0,-22.0460136813898
PO,Burkina,2007,998.997949712,856.99021660839,142.00773310361,142.00773310361,0
PO,Burkina,2008,917.233398916,856.99021660839,60.2431823076103,60.2431823076103,0
PO,Burkina,2009,984.8850210645,856.99021660839,127.89480445611,127.89480445611,0
PO,Burkina,2010,1055.196024363,856.99021660839,198.20580775461,198.20580775461,0
PO,Burkina,2011,900.135655029,856.99021660839,43.1454384206102,43.1454384206102,0
PO,Burkina,2012,1032.592162573,856.99021660839,175.60194596461,175.60194596461,0
PO,Burkina,2013,812.0622563834,856.99021660839,-44.9279602249898,0,-44.9279602249898
PO,Burkina,2014,778.2941014,856.99021660839,-78.6961152083898,0,-78.6961152083898
PO,Burkina,2015,918.645450084,856.99021660839,61.6552334756102,61.6552334756102,0
PO,Burkina,2016,989.115586985,856.99021660839,132.12537037661,132.12537037661,0
PO,Burkina,2017,930.8281323,856.99021660839,73.8379156916102,73.8379156916102,0
PO,Burkina,2018,1026.0674768873,856.99021660839,169.07726027891,169.07726027891,0
PO,Burkina,2019,1109.027218625,856.99021660839,252.03700201661,252.03700201661,0
PO,Burkina,2020,1308.6307871,856.99021660839,451.64057049161,451.64057049161,0
PO,Burkina,2021,1348.1825324,856.99021660839,491.19231579161,491.19231579161,0
