Station,Country,Year,Total_Precipitation,Mean,Anomaly,AnoPosit,AnoNeg
MANGODARA,Burkina,1983,484.852585809,923.784992918205,-438.932407109205,0,-438.932407109205
MANGODARA,Burkina,1984,850.477523217,923.784992918205,-73.3074697012052,0,-73.3074697012052
MANGODARA,Burkina,1985,833.5675663,923.784992918205,-90.2174266182052,0,-90.2174266182052
MANGODARA,Burkina,1986,731.2759386,923.784992918205,-192.509054318205,0,-192.509054318205
MANGODARA,Burkina,1987,954.3675785,923.784992918205,30.5825855817949,30.5825855817949,0
MANGODARA,Burkina,1988,794.618967352,923.784992918205,-129.166025566205,0,-129.166025566205
MANGODARA,Burkina,1989,855.471212481,923.784992918205,-68.3137804372052,0,-68.3137804372052
MANGODARA,Burkina,1990,765.499042679,923.784992918205,-158.285950239205,0,-158.285950239205
MANGODARA,Burkina,1991,749.579610051,923.784992918205,-174.205382867205,0,-174.205382867205
MANGODARA,Burkina,1992,610.376512134,923.784992918205,-313.408480784205,0,-313.408480784205
MANGODARA,Burkina,1993,829.957552983,923.784992918205,-93.8274399352051,0,-93.8274399352051
MANGODARA,Burkina,1994,919.8206951,923.784992918205,-3.96429781820518,0,-3.96429781820518
MANGODARA,Burkina,1995,832.360243707,923.784992918205,-91.4247492112051,0,-91.4247492112051
MANGODARA,Burkina,1996,754.61221284,923.784992918205,-169.172780078205,0,-169.172780078205
MANGODARA,Burkina,1997,924.674164259,923.784992918205,0.88917134079486,0.88917134079486,0
MANGODARA,Burkina,1998,924.585470407,923.784992918205,0.800477488794854,0.800477488794854,0
MANGODARA,Burkina,1999,1001.800690219,923.784992918205,78.0156973007949,78.0156973007949,0
MANGODARA,Burkina,2000,939.1677925,923.784992918205,15.3827995817949,15.3827995817949,0
MANGODARA,Burkina,2001,907.568479024,923.784992918205,-16.2165138942052,0,-16.2165138942052
MANGODARA,Burkina,2002,768.492817,923.784992918205,-155.292175918205,0,-155.292175918205
MANGODARA,Burkina,2003,904.601232341,923.784992918205,-19.1837605772051,0,-19.1837605772051
MANGODARA,Burkina,2004,876.1125984,923.784992918205,-47.6723945182051,0,-47.6723945182051
MANGODARA,Burkina,2005,766.623296079,923.784992918205,-157.161696839205,0,-157.161696839205
MANGODARA,Burkina,2006,905.982958713,923.784992918205,-17.8020342052051,0,-17.8020342052051
MANGODARA,Burkina,2007,776.792187212,923.784992918205,-146.992805706205,0,-146.992805706205
MANGODARA,Burkina,2008,967.259545878,923.784992918205,43.4745529597949,43.4745529597949,0
MANGODARA,Burkina,2009,921.375783536,923.784992918205,-2.40920938220518,0,-2.40920938220518
MANGODARA,Burkina,2010,1062.013036022,923.784992918205,138.228043103795,138.228043103795,0
MANGODARA,Burkina,2011,960.1050038,923.784992918205,36.3200108817948,36.3200108817948,0
MANGODARA,Burkina,2012,1003.446280079,923.784992918205,79.6612871607948,79.6612871607948,0
MANGODARA,Burkina,2013,1005.6311322,923.784992918205,81.8461392817949,81.8461392817949,0
MANGODARA,Burkina,2014,1189.597855862,923.784992918205,265.812862943795,265.812862943795,0
MANGODARA,Burkina,2015,1146.294884395,923.784992918205,222.509891476795,222.509891476795,0
MANGODARA,Burkina,2016,1131.726098161,923.784992918205,207.941105242795,207.941105242795,0
MANGODARA,Burkina,2017,797.399701179,923.784992918205,-126.385291739205,0,-126.385291739205
MANGODARA,Burkina,2018,1198.707689791,923.784992918205,274.922696872795,274.922696872795,0
MANGODARA,Burkina,2019,1187.0235954,923.784992918205,263.238602481795,263.238602481795,0
MANGODARA,Burkina,2020,1172.6642536,923.784992918205,248.879260681795,248.879260681795,0
MANGODARA,Burkina,2021,1621.130936,923.784992918205,697.345943081795,697.345943081795,0
