Station,Country,Year,Total_Precipitation,Mean,Anomaly,AnoPosit,AnoNeg
MARKOYE,Burkina,1983,241.1921067,501.606582613128,-260.414475913128,0,-260.414475913128
MARKOYE,Burkina,1984,257.046576364,501.606582613128,-244.560006249128,0,-244.560006249128
MARKOYE,Burkina,1985,350.4861738,501.606582613128,-151.120408813128,0,-151.120408813128
MARKOYE,Burkina,1986,432.830386774,501.606582613128,-68.7761958391282,0,-68.7761958391282
MARKOYE,Burkina,1987,495.048461403,501.606582613128,-6.55812121012821,0,-6.55812121012821
MARKOYE,Burkina,1988,502.936595081,501.606582613128,1.33001246787182,1.33001246787182,0
MARKOYE,Burkina,1989,368.3051202,501.606582613128,-133.301462413128,0,-133.301462413128
MARKOYE,Burkina,1990,346.503248053,501.606582613128,-155.103334560128,0,-155.103334560128
MARKOYE,Burkina,1991,256.557514394,501.606582613128,-245.049068219128,0,-245.049068219128
MARKOYE,Burkina,1992,339.594290864,501.606582613128,-162.012291749128,0,-162.012291749128
MARKOYE,Burkina,1993,302.759817621,501.606582613128,-198.846764992128,0,-198.846764992128
MARKOYE,Burkina,1994,728.161932981,501.606582613128,226.555350367872,226.555350367872,0
MARKOYE,Burkina,1995,256.920531958,501.606582613128,-244.686050655128,0,-244.686050655128
MARKOYE,Burkina,1996,261.846197533,501.606582613128,-239.760385080128,0,-239.760385080128
MARKOYE,Burkina,1997,420.067905917,501.606582613128,-81.5386766961282,0,-81.5386766961282
MARKOYE,Burkina,1998,555.414304742,501.606582613128,53.8077221288718,53.8077221288718,0
MARKOYE,Burkina,1999,625.8726298,501.606582613128,124.266047186872,124.266047186872,0
MARKOYE,Burkina,2000,454.736867926,501.606582613128,-46.8697146871282,0,-46.8697146871282
MARKOYE,Burkina,2001,545.330197551,501.606582613128,43.7236149378718,43.7236149378718,0
MARKOYE,Burkina,2002,450.106190878,501.606582613128,-51.5003917351282,0,-51.5003917351282
MARKOYE,Burkina,2003,601.237705986,501.606582613128,99.6311233728719,99.6311233728719,0
MARKOYE,Burkina,2004,480.9296614,501.606582613128,-20.6769212131282,0,-20.6769212131282
MARKOYE,Burkina,2005,461.738908056,501.606582613128,-39.8676745571282,0,-39.8676745571282
MARKOYE,Burkina,2006,412.902845863,501.606582613128,-88.7037367501282,0,-88.7037367501282
MARKOYE,Burkina,2007,415.670731032,501.606582613128,-85.9358515811282,0,-85.9358515811282
MARKOYE,Burkina,2008,564.125349376,501.606582613128,62.5187667628719,62.5187667628719,0
MARKOYE,Burkina,2009,658.785912703,501.606582613128,157.179330089872,157.179330089872,0
MARKOYE,Burkina,2010,721.603183761,501.606582613128,219.996601147872,219.996601147872,0
MARKOYE,Burkina,2011,469.068384052,501.606582613128,-32.5381985611282,0,-32.5381985611282
MARKOYE,Burkina,2012,725.231097732,501.606582613128,223.624515118872,223.624515118872,0
MARKOYE,Burkina,2013,505.553839532,501.606582613128,3.9472569188718,3.9472569188718,0
MARKOYE,Burkina,2014,580.597277275,501.606582613128,78.9906946618718,78.9906946618718,0
MARKOYE,Burkina,2015,569.8757609,501.606582613128,68.2691782868719,68.2691782868719,0
MARKOYE,Burkina,2016,573.478633244,501.606582613128,71.8720506308718,71.8720506308718,0
MARKOYE,Burkina,2017,519.536896204,501.606582613128,17.9303135908718,17.9303135908718,0
MARKOYE,Burkina,2018,717.446785061,501.606582613128,215.840202447872,215.840202447872,0
MARKOYE,Burkina,2019,676.561106435,501.606582613128,174.954523821872,174.954523821872,0
MARKOYE,Burkina,2020,898.29841736,501.606582613128,396.691834746872,396.691834746872,0
MARKOYE,Burkina,2021,818.2971754,501.606582613128,316.690592786872,316.690592786872,0
