Station,Country,Year,Total_Precipitation,Mean,Anomaly,AnoPosit,AnoNeg
DORI,Burkina,1983,282.545047294,579.988345107739,-297.443297813738,0,-297.443297813738
DORI,Burkina,1984,464.626290187,579.988345107739,-115.362054920739,0,-115.362054920739
DORI,Burkina,1985,370.296792184,579.988345107739,-209.691552923738,0,-209.691552923738
DORI,Burkina,1986,474.095948704,579.988345107739,-105.892396403738,0,-105.892396403738
DORI,Burkina,1987,487.969261043,579.988345107739,-92.0190840647385,0,-92.0190840647385
DORI,Burkina,1988,418.966569751,579.988345107739,-161.021775356739,0,-161.021775356739
DORI,Burkina,1989,409.834287443,579.988345107739,-170.154057664739,0,-170.154057664739
DORI,Burkina,1990,368.559993139,579.988345107739,-211.428351968738,0,-211.428351968738
DORI,Burkina,1991,458.330668552,579.988345107739,-121.657676555739,0,-121.657676555739
DORI,Burkina,1992,492.180506284,579.988345107739,-87.8078388237385,0,-87.8078388237385
DORI,Burkina,1993,332.600946475,579.988345107739,-247.387398632739,0,-247.387398632739
DORI,Burkina,1994,522.931047838,579.988345107739,-57.0572972697385,0,-57.0572972697385
DORI,Burkina,1995,298.0788692,579.988345107739,-281.909475907739,0,-281.909475907739
DORI,Burkina,1996,349.642842153,579.988345107739,-230.345502954739,0,-230.345502954739
DORI,Burkina,1997,559.309592461,579.988345107739,-20.6787526467385,0,-20.6787526467385
DORI,Burkina,1998,640.491078172,579.988345107739,60.5027330642615,60.5027330642615,0
DORI,Burkina,1999,617.374786413,579.988345107739,37.3864413052615,37.3864413052615,0
DORI,Burkina,2000,536.279156047,579.988345107739,-43.7091890607385,0,-43.7091890607385
DORI,Burkina,2001,634.7395853,579.988345107739,54.7512401922616,54.7512401922616,0
DORI,Burkina,2002,484.583180458,579.988345107739,-95.4051646497385,0,-95.4051646497385
DORI,Burkina,2003,765.351110828,579.988345107739,185.362765720261,185.362765720261,0
DORI,Burkina,2004,583.616831024,579.988345107739,3.62848591626153,3.62848591626153,0
DORI,Burkina,2005,502.4690247,579.988345107739,-77.5193204077385,0,-77.5193204077385
DORI,Burkina,2006,609.3508586838,579.988345107739,29.3625135760615,29.3625135760615,0
DORI,Burkina,2007,659.951181152,579.988345107739,79.9628360442615,79.9628360442615,0
DORI,Burkina,2008,621.371114694,579.988345107739,41.3827695862615,41.3827695862615,0
DORI,Burkina,2009,686.825768761,579.988345107739,106.837423653261,106.837423653261,0
DORI,Burkina,2010,683.625485027,579.988345107739,103.637139919261,103.637139919261,0
DORI,Burkina,2011,641.441562326,579.988345107739,61.4532172182616,61.4532172182616,0
DORI,Burkina,2012,739.069863114,579.988345107739,159.081518006262,159.081518006262,0
DORI,Burkina,2013,678.6000254,579.988345107739,98.6116802922614,98.6116802922614,0
DORI,Burkina,2014,643.5522725,579.988345107739,63.5639273922615,63.5639273922615,0
DORI,Burkina,2015,807.3239161,579.988345107739,227.335570992262,227.335570992262,0
DORI,Burkina,2016,785.4402069,579.988345107739,205.451861792262,205.451861792262,0
DORI,Burkina,2017,721.354905238,579.988345107739,141.366560130262,141.366560130262,0
DORI,Burkina,2018,826.578809981,579.988345107739,246.590464873261,246.590464873261,0
DORI,Burkina,2019,712.065585075,579.988345107739,132.077239967262,132.077239967262,0
DORI,Burkina,2020,885.9458997,579.988345107739,305.957554592262,305.957554592262,0
DORI,Burkina,2021,862.1745889,579.988345107739,282.186243792262,282.186243792262,0
